"VBELN";"ERDAT";"ERNAM";"VKORG";"KUNNR";"POSNR";"ARKTX";"NETWR";"WAERK";"KWMENG"
"10166";"2007-06-14 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Sunny Extrem";"1016.5E0";"EUR";"1.0E0"
"10167";"2007-06-14 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"SEC Multisync XV 17";"12956.0E0";"EUR";"10.0E0"
"10168";"2007-06-14 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"MAG DX 15F/Fe";"30647.5E0";"EUR";"41.0E0"
"10168";"2007-06-14 00:00:00.000000000";"MAASSBERG";"1000";"2200";"20";"Flatscreen MS 1575P";"42500.0E0";"EUR";"34.0E0"
"10168";"2007-06-14 00:00:00.000000000";"MAASSBERG";"1000";"2200";"30";"Jotachi SN 7000";"41697.6E0";"EUR";"51.0E0"
"10168";"2007-06-14 00:00:00.000000000";"MAASSBERG";"1000";"2200";"40";"Sunny Extrem";"56651.8E0";"EUR";"59.0E0"
"10169";"2007-06-14 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"SEC Multisync XV 17";"53746.0E0";"EUR";"44.0E0"
"10171";"2007-06-17 00:00:00.000000000";"MAASSBERG";"1000";"1032";"10";"Pumpe PRECISION 103";"96378.6E0";"EUR";"29.0E0"
"10171";"2007-06-17 00:00:00.000000000";"MAASSBERG";"1000";"1032";"20";"Pumpe Standard IDESNORM 100-402";"207051.0E0";"EUR";"65.0E0"
"10171";"2007-06-17 00:00:00.000000000";"MAASSBERG";"1000";"1032";"30";"Pumpe PRECISION 101";"104488.8E0";"EUR";"39.0E0"
"10171";"2007-06-17 00:00:00.000000000";"MAASSBERG";"1000";"1032";"40";"Pumpe PRECISION 104";"85385.0E0";"EUR";"25.0E0"
"10172";"2007-06-17 00:00:00.000000000";"MAASSBERG";"1000";"1320";"10";"Pumpe PRECISION 102";"72890.4E0";"EUR";"24.0E0"
"10175";"2007-06-22 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";""PAQ Bildschirm, 20"", Farbe"";"4928.8E0";"EUR";"4.0E0"
"10178";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 102";"57200.0E0";"EUR";"22.0E0"
"10179";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 103";"90000.0E0";"EUR";"30.0E0"
"10180";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 104";"39650.0E0";"EUR";"13.0E0"
"10181";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 102";"52000.0E0";"EUR";"20.0E0"
"10182";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 103";"96000.0E0";"EUR";"32.0E0"
"10183";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 104";"36600.0E0";"EUR";"12.0E0"
"10184";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 102";"54000.0E0";"EUR";"18.0E0"
"10185";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 103";"112200.0E0";"EUR";"33.0E0"
"10186";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 104";"37950.0E0";"EUR";"11.0E0"
"10187";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 102";"84000.0E0";"EUR";"28.0E0"
"10188";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 103";"142800.0E0";"EUR";"42.0E0"
"10189";"2007-06-22 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 104";"75900.0E0";"EUR";"22.0E0"
"10190";"2007-06-23 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";""TFT Bildschirm, 17""1"";"3246.5E0";"EUR";"5.0E0"
"10191";"2007-06-23 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";""TFT Bildschirm, 17""1"";"16881.8E0";"EUR";"26.0E0"
"10192";"2007-06-24 00:00:00.000000000";"SCHULZET";"1000";"1250";"10";"Vanilla Ice Cream - Premium Brand";"500.0E0";"EUR";"100.0E0"
"10193";"2007-06-24 00:00:00.000000000";"SCHULZET";"1000";"1250";"10";"Vanilla Ice Cream - Premium Brand";"500.0E0";"EUR";"100.0E0"
"10194";"2007-06-24 00:00:00.000000000";"SCHULZET";"1000";"1250";"10";"Vanilla Ice Cream - Premium Brand";"500.0E0";"EUR";"100.0E0"
"10195";"2007-07-02 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"SIM-Modul 4M x 36, 70 ns";"5189.5E0";"EUR";"97.0E0"
"10195";"2007-07-02 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Festplatte 10.80 GB / SCSI-2-Fast";"64723.7E0";"EUR";"293.0E0"
"10195";"2007-07-02 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"Tastatur Profesional - Modell NATURAL";"20293.8E0";"EUR";"227.0E0"
"10195";"2007-07-02 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"Tastatur Standard - Modell EURO";"21282.25E0";"EUR";"355.0E0"
"10197";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"2300";"10";""Scheinwerfer ""Deluxe"""";"63840.0E0";"EUR";""
"10197";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"2300";"20";"Motorradhelm - Standard";"145800.0E0";"EUR";"486.0E0"
"10198";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"MAG DX 17F";"9111.3E0";"EUR";"11.0E0"
"10198";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"2007";"20";"Sunny Sunny 01";"5154.0E0";"EUR";"6.0E0"
"10198";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"2007";"30";"Jotachi SN4000";"17301.6E0";"EUR";"12.0E0"
"10198";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"2007";"40";"Flatscreen LE 50 P";"4948.9E0";"EUR";"11.0E0"
"10199";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"Flatscreen MS 1585";"9620.8E0";"EUR";"8.0E0"
"10200";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"Jotachi SN4000";"62811.0E0";"EUR";"45.0E0"
"10200";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"Flatscreen MS 1585";"48358.8E0";"EUR";"42.0E0"
"10200";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"Sunny Sunny 01";"31669.2E0";"EUR";"38.0E0"
"10200";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"MAG DX 17F";"31088.0E0";"EUR";"40.0E0"
"10201";"2007-07-05 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Flatscreen LE 50 P";"13254.4E0";"EUR";"32.0E0"
"10202";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"10203";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"3.77E0";"EUR";"10.0E0"
"10204";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1300";"10";"Gluehlampe 80 Watt klar 220/235V";"19.66E0";"EUR";"50.0E0"
"10205";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1460";"10";"CD-ROM Laufwerk";"1120.5E0";"EUR";"15.0E0"
"10206";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1001";"10";"Gluehlampe 60 Watt klar 220/235V";"26.38E0";"EUR";"70.0E0"
"10207";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1002";"10";"Gluehlampe 80 Watt klar 220/235V";"31.46E0";"EUR";"80.0E0"
"10208";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"1100.0E0";"EUR";"1.0E0"
"10209";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1174";"10";"Flatscreen LE 64P";"48400.0E0";"EUR";"44.0E0"
"10210";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"55000.0E0";"EUR";"44.0E0"
"10211";"2007-07-05 00:00:00.000000000";"MMUELLER";"1000";"1175";"10";"Flatscreen MS 1575P";"1250.0E0";"EUR";"1.0E0"
"10212";"2007-07-06 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Prozessor  700  MHz";"17394.3E0";"EUR";"63.0E0"
"10212";"2007-07-06 00:00:00.000000000";"MAASSBERG";"1000";"1460";"20";"Tastatur Standard - Modell EURO-Special";"19470.6E0";"EUR";"348.0E0"
"10212";"2007-07-06 00:00:00.000000000";"MAASSBERG";"1000";"1460";"30";"Festplatte 21.49 GB / SCSI-2-Fast";"45505.8E0";"EUR";"162.0E0"
"10212";"2007-07-06 00:00:00.000000000";"MAASSBERG";"1000";"1460";"40";"SIM-Modul M8M x 32, 128MB  DDR-RAM";"8422.4E0";"EUR";"112.0E0"
"10218";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"1174";"10";""R³cklicht ""Deluxe"""";"19170.0E0";"EUR";"639.0E0"
"10218";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"1174";"20";""Benzintank ""Deluxe""-Zierstreifen"";"25950.0E0";"EUR";""
"10219";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"MAG PA/DX 175";"11293.1E0";"EUR";"13.0E0"
"10219";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"Jotachi SN4500";"12221.3E0";"EUR";"17.0E0"
"10219";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Flatscreen MS 1460 P";"9449.0E0";"EUR";"11.0E0"
"10219";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"Flatscreen MS 1775P";"13937.0E0";"EUR";"11.0E0"
"10220";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Sunny Xa1";"5884.2E0";"EUR";"6.0E0"
"10221";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Flatscreen MS 1460 P";"60200.0E0";"EUR";"43.0E0"
"10221";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2200";"20";"MAG PA/DX 175";"36792.0E0";"EUR";"45.0E0"
"10221";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2200";"30";"Flatscreen MS 1775P";"48060.0E0";"EUR";"40.0E0"
"10221";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2200";"40";"Jotachi SN4500";"29224.8E0";"EUR";"44.0E0"
"10222";"2007-07-07 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"Sunny Xa1";"38612.0E0";"EUR";"40.0E0"
"10224";"2007-07-08 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Prozessor  500 MHz";"27451.2E0";"EUR";"172.0E0"
"10224";"2007-07-08 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"Festplatte 42.94 GB / SCSI-2-Fast";"26367.0E0";"EUR";"85.0E0"
"10224";"2007-07-08 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Tastatur Professional - Modell PROFITEC";"18330.0E0";"EUR";"282.0E0"
"10224";"2007-07-08 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"SIM-Modul 256 MB 16M x 32, 70 ns";"10759.8E0";"EUR";"79.0E0"
"10230";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"1900";"10";"SunFun / 1200 cm3";"1320000.0E0";"EUR";"88.0E0"
"10231";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"SEC Multisync XV15";"12047.2E0";"EUR";"11.0E0"
"10231";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"Sunny Tetral3";"5669.4E0";"EUR";"6.0E0"
"10231";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"Flatscreen MS 1785P";"20185.5E0";"EUR";"15.0E0"
"10231";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Jotachi SN5000";"14681.2E0";"EUR";"17.0E0"
"10232";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Flatscreen LE 64P";"12185.6E0";"EUR";"17.0E0"
"10233";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"SEC Multisync XV15";"38420.8E0";"EUR";"37.0E0"
"10233";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"20";"Sunny Tetral3";"42456.0E0";"EUR";"48.0E0"
"10233";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"30";"Jotachi SN5000";"34693.2E0";"EUR";"46.0E0"
"10233";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"2140";"40";"Flatscreen MS 1785P";"59974.8E0";"EUR";"46.0E0"
"10234";"2007-07-09 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"Flatscreen LE 64P";"29700.0E0";"EUR";"27.0E0"
"10236";"2007-07-12 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Festplatte 21.13 GB /  ATA-2";"76322.4E0";"EUR";"294.0E0"
"10236";"2007-07-12 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"Tastatur Professional - Modell MAXITEC";"19091.4E0";"EUR";"282.0E0"
"10236";"2007-07-12 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"SIM-Modul 8M x 36, 70 ns";"5263.5E0";"EUR";"55.0E0"
"10241";"2007-07-12 00:00:00.000000000";"ZECHA";"1000";"1172";"10";""TFT Bildschirm, 17""1"";"19479.0E0";"EUR";"30.0E0"
"10242";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"1901";"10";"CrossFun / 350 cm3";"677848.5E0";"USD";"81.0E0"
"10243";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Flatscreen MS 1575P";"7866.6E0";"EUR";"7.0E0"
"10243";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"1460";"20";"MAG DX 15F/Fe";"8661.4E0";"EUR";"11.0E0"
"10243";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"1460";"30";"Jotachi SN 7000";"10676.4E0";"EUR";"12.0E0"
"10243";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"1460";"40";"Sunny Extrem";"1016.5E0";"EUR";"1.0E0"
"10244";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"SEC Multisync XV 17";"11660.4E0";"EUR";"9.0E0"
"10245";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"SEC Multisync XV 17";"48860.0E0";"EUR";"40.0E0"
"10245";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"2004";"20";"Flatscreen MS 1575P";"38750.0E0";"EUR";"31.0E0"
"10245";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"2004";"30";"MAG DX 15F/Fe";"27657.5E0";"EUR";"37.0E0"
"10245";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"2004";"40";"Sunny Extrem";"51850.8E0";"EUR";"54.0E0"
"10246";"2007-07-13 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Jotachi SN 7000";"37609.6E0";"EUR";"46.0E0"
"10253";"2007-07-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"10";"Pumpe PRECISION 102";"69853.3E0";"EUR";"23.0E0"
"10253";"2007-07-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"20";"Pumpe PRECISION 103";"93055.2E0";"EUR";"28.0E0"
"10253";"2007-07-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"30";"Pumpe PRECISION 104";"81969.6E0";"EUR";"24.0E0"
"10253";"2007-07-16 00:00:00.000000000";"MAASSBERG";"1000";"2000";"40";"Pumpe Standard IDESNORM 100-402";"197494.8E0";"EUR";"62.0E0"
"10254";"2007-07-16 00:00:00.000000000";"MAASSBERG";"1000";"1032";"10";"Pumpe PRECISION 101";"101809.6E0";"EUR";"38.0E0"
"10256";"2007-07-21 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";""PAQ Bildschirm, 20"", Farbe"";"4928.8E0";"EUR";"4.0E0"
"10257";"2007-07-21 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";""PAQ Bildschirm, 20"", Farbe"";"23411.8E0";"EUR";"19.0E0"
"10261";"2007-07-22 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";""TFT Bildschirm, 17""1"";"2597.2E0";"EUR";"4.0E0"
"10286";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 102";"44200.0E0";"EUR";"17.0E0"
"10287";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 103";"99000.0E0";"EUR";"33.0E0"
"10288";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 104";"45750.0E0";"EUR";"15.0E0"
"10289";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 102";"39000.0E0";"EUR";"15.0E0"
"10290";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 103";"102000.0E0";"EUR";"34.0E0"
"10291";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 104";"39650.0E0";"EUR";"13.0E0"
"10292";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 102";"39000.0E0";"EUR";"13.0E0"
"10293";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 103";"119000.0E0";"EUR";"35.0E0"
"10294";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 104";"37950.0E0";"EUR";"11.0E0"
"10295";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 102";"69000.0E0";"EUR";"23.0E0"
"10296";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 103";"149600.0E0";"EUR";"44.0E0"
"10297";"2007-07-28 00:00:00.000000000";"OBERBOERSCHG";"2500";"2503";"10";"Pump PRECISION 104";"79350.0E0";"EUR";"23.0E0"
"10307";"2007-08-03 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Tastatur Standard - Modell EURO";"22840.95E0";"EUR";"381.0E0"
"10307";"2007-08-03 00:00:00.000000000";"MAASSBERG";"1000";"2130";"20";"SIM-Modul 4M x 36, 70 ns";"5564.0E0";"EUR";"104.0E0"
"10307";"2007-08-03 00:00:00.000000000";"MAASSBERG";"1000";"2130";"30";"Festplatte 10.80 GB / SCSI-2-Fast";"69583.5E0";"EUR";"315.0E0"
"10307";"2007-08-03 00:00:00.000000000";"MAASSBERG";"1000";"2130";"40";"Tastatur Profesional - Modell NATURAL";"21813.6E0";"EUR";"244.0E0"
"10309";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1174";"10";"Motorradhelm - Standard";"127500.0E0";"EUR";"425.0E0"
"10309";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1174";"20";""Scheinwerfer ""Deluxe"""";"55860.0E0";"EUR";"931.0E0"
"10310";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"MAG DX 17F";"9939.6E0";"EUR";"12.0E0"
"10310";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Flatscreen MS 1585";"10823.4E0";"EUR";"9.0E0"
"10310";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"Flatscreen LE 50 P";"5398.8E0";"EUR";"12.0E0"
"10310";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"Jotachi SN4000";"18743.4E0";"EUR";"13.0E0"
"10311";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Sunny Sunny 01";"6013.0E0";"EUR";"7.0E0"
"10312";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1033";"10";"MAG DX 17F";"33419.6E0";"EUR";"43.0E0"
"10312";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1033";"20";"Sunny Sunny 01";"34169.4E0";"EUR";"41.0E0"
"10312";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1033";"30";"Jotachi SN4000";"66998.4E0";"EUR";"48.0E0"
"10312";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"1033";"40";"Flatscreen MS 1585";"51813.0E0";"EUR";"45.0E0"
"10313";"2007-08-04 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"Flatscreen LE 50 P";"14082.8E0";"EUR";"34.0E0"
"10319";"2007-08-05 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Tastatur Standard - Modell EURO-Special";"20925.3E0";"EUR";"374.0E0"
"10319";"2007-08-05 00:00:00.000000000";"MAASSBERG";"1000";"1460";"20";"SIM-Modul M8M x 32, 128MB  DDR-RAM";"9024.0E0";"EUR";"120.0E0"
"10319";"2007-08-05 00:00:00.000000000";"MAASSBERG";"1000";"1460";"30";"Prozessor  700  MHz";"18774.8E0";"EUR";"68.0E0"
"10319";"2007-08-05 00:00:00.000000000";"MAASSBERG";"1000";"1460";"40";"Festplatte 21.49 GB / SCSI-2-Fast";"48876.6E0";"EUR";"174.0E0"
"10320";"2007-08-05 00:00:00.000000000";"MMUELLER";"1000";"1033";"10";"Gluehlampe 60 Watt klar 220/235V";"30.14E0";"EUR";"80.0E0"
"10322";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"1901";"10";"Deluxe Taillight";"20051.33E0";"USD";"559.0E0"
"10322";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"1901";"20";"Deluxe Gas Tank Striping Decals";"27170.01E0";"USD";"909.0E0"
"10323";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2007";"10";"Flatscreen MS 1775P";"15204.0E0";"EUR";"12.0E0"
"10323";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2007";"20";"Jotachi SN4500";"12940.2E0";"EUR";"18.0E0"
"10323";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2007";"30";"Sunny Xa1";"6864.9E0";"EUR";"7.0E0"
"10323";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2007";"40";"MAG PA/DX 175";"11293.1E0";"EUR";"13.0E0"
"10324";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"1460";"10";"Flatscreen MS 1460 P";"10308.0E0";"EUR";"12.0E0"
"10325";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Flatscreen MS 1775P";"50463.0E0";"EUR";"42.0E0"
"10325";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2140";"20";"Sunny Xa1";"41507.9E0";"EUR";"43.0E0"
"10325";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2140";"30";"Jotachi SN4500";"31217.4E0";"EUR";"47.0E0"
"10325";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2140";"40";"MAG PA/DX 175";"39244.8E0";"EUR";"48.0E0"
"10326";"2007-08-06 00:00:00.000000000";"MAASSBERG";"1000";"2200";"10";"Flatscreen MS 1460 P";"64400.0E0";"EUR";"46.0E0"
"10332";"2007-08-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"10";"Tastatur Professional - Modell PROFITEC";"19695.0E0";"EUR";"303.0E0"
"10332";"2007-08-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"20";"SIM-Modul 256 MB 16M x 32, 70 ns";"11577.0E0";"EUR";"85.0E0"
"10332";"2007-08-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"30";"Prozessor  500 MHz";"29366.4E0";"EUR";"184.0E0"
"10332";"2007-08-09 00:00:00.000000000";"MAASSBERG";"1000";"1172";"40";"Festplatte 42.94 GB / SCSI-2-Fast";"28228.2E0";"EUR";"91.0E0"
"10334";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"2300";"10";"SunFun / 1200 cm3";"1155000.0E0";"EUR";"77.0E0"
"10335";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"1360";"10";"Flatscreen MS 1785P";"21531.2E0";"EUR";"16.0E0"
"10335";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"1360";"20";"Flatscreen LE 64P";"12902.4E0";"EUR";"18.0E0"
"10335";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"1360";"30";"SEC Multisync XV15";"13142.4E0";"EUR";"12.0E0"
"10335";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"1360";"40";"Sunny Tetral3";"6614.3E0";"EUR";"7.0E0"
"10336";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"2130";"10";"Jotachi SN5000";"15544.8E0";"EUR";"18.0E0"
"10337";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"2140";"10";"Flatscreen MS 1785P";"63886.2E0";"EUR";"49.0E0"
"10337";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"2140";"20";"SEC Multisync XV15";"40497.6E0";"EUR";"39.0E0"
"10337";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"2140";"30";"Flatscreen LE 64P";"31900.0E0";"EUR";"29.0E0"
"10337";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"2140";"40";"Jotachi SN5000";"37710.0E0";"EUR";"50.0E0"
"10338";"2007-08-10 00:00:00.000000000";"MAASSBERG";"1000";"2004";"10";"Sunny Tetral3";"45109.5E0";"EUR";"51.0E0"
"10343";"2007-08-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 102";"36400.0E0";"EUR";"14.0E0"
"10344";"2007-08-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 103";"93000.0E0";"EUR";"31.0E0"
"10345";"2007-08-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2401";"10";"Pump PRECISION 104";"48800.0E0";"EUR";"16.0E0"
"10346";"2007-08-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 102";"26000.0E0";"EUR";"10.0E0"
"10347";"2007-08-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 103";"87000.0E0";"EUR";"29.0E0"
"10348";"2007-08-10 00:00:00.000000000";"OBERBOERSCHG";"2400";"2402";"10";"Pump PRECISION 104";"42700.0E0";"EUR";"14.0E0"
"10349";"2007-08-10 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 102";"36000.0E0";"EUR";"12.0E0"
"10350";"2007-08-10 00:00:00.000000000";"OBERBOERSCHG";"2500";"2502";"10";"Pump PRECISION 103";"91800.0E0";"EUR";"27.0E0"
